Position (m),Twtt (ns),Snow height (m)
0.0,0.3330053700794821,0.7440018667346762
0.01,0.3330053700794821,0.7440018667346762
0.02,0.3330053700794821,0.7440018667346762
0.03,0.3330053700794821,0.7440018667346762
0.04,0.3330053700794821,0.7440018667346762
0.05,0.3330053700794821,0.7440018667346762
0.06,0.3330053700794821,0.7440018667346762
0.07,0.3330053700794821,0.7440018667346762
0.08,0.3330053700794821,0.7440018667346762
0.09,0.3330053700794821,0.7440018667346762
0.1,0.3330053700794821,0.7440018667346762
0.11,0.3330053700794821,0.7440018667346762
0.12,0.3330053700794821,0.7440018667346762
0.13,0.3330053700794821,0.7440018667346762
0.14,0.3330053700794821,0.7440018667346762
0.15,0.3330053700794821,0.7440018667346762
0.16,0.3330053700794821,0.7440018667346762
0.17,0.3330053700794821,0.7440018667346762
0.18,0.3330053700794821,0.7440018667346762
0.19,0.3330053700794821,0.7440018667346762
0.2,0.3330053700794821,0.7440018667346762
0.21,0.3330053700794821,0.7440018667346762
0.22,0.3330053700794821,0.7440018667346762
0.23,0.3330053700794821,0.7440018667346762
0.24,0.3330053700794821,0.7440018667346762
0.25,0.3330053700794821,0.7440018667346762
0.26,0.3330053700794821,0.7440018667346762
0.27,0.3330053700794821,0.7440018667346762
0.28,0.3330053700794821,0.7440018667346762
0.29,0.3330053700794821,0.7440018667346762
0.3,0.3330053700794821,0.7440018667346762
0.31,0.3330053700794821,0.7440018667346762
0.32,0.3330053700794821,0.7440018667346762
0.33,0.3330053700794821,0.7440018667346762
0.34,0.3330053700794821,0.7440018667346762
0.35000000000000003,0.3330053700794821,0.7440018667346762
0.36,0.3330053700794821,0.7440018667346762
0.37,0.3330053700794821,0.7440018667346762
0.38,0.3330053700794821,0.7440018667346762
0.39,0.3330053700794821,0.7440018667346762
0.4,0.3330053700794821,0.7440018667346762
0.41000000000000003,0.3330053700794821,0.7440018667346762
0.42,0.3330053700794821,0.7440018667346762
0.43,0.3330053700794821,0.7440018667346762
0.44,0.3330053700794821,0.7440018667346762
0.45,0.3330053700794821,0.7440018667346762
0.46,0.3330053700794821,0.7440018667346762
0.47000000000000003,0.3330053700794821,0.7440018667346762
0.48,0.3330053700794821,0.7440018667346762
0.49,0.3330053700794821,0.7440018667346762
0.5,0.33285511966212006,0.7436661766796828
0.51,0.3327549527172119,0.743442383309687
0.52,0.3327048692447578,0.7433304866246891
0.53,0.3327048692447578,0.7433304866246891
0.54,0.3327048692447578,0.7433304866246891
0.55,0.33275495271721184,0.7434423833096869
0.56,0.3328050361896659,0.7435542799946848
0.5700000000000001,0.33285511966212,0.7436661766796827
0.58,0.33290520313457406,0.7437780733646806
0.59,0.33295528660702817,0.7438899700496785
0.6,0.3330554535519363,0.7441137634196742
0.61,0.33315562049684444,0.74433755678967
0.62,0.33320570396929844,0.7444494534746677
0.63,0.33325578744175255,0.7445613501596656
0.64,0.33335595438666077,0.7447851435296615
0.65,0.3334060378591149,0.7448970402146595
0.66,0.33345612133156893,0.7450089368996574
0.67,0.3335062048040231,0.7451208335846554
0.68,0.33345612133156904,0.7450089368996576
0.6900000000000001,0.33340603785911505,0.7448970402146599
0.7000000000000001,0.33335595438666094,0.744785143529662
0.71,0.3332557874417527,0.7445613501596661
0.72,0.33315562049684455,0.7443375567896703
0.73,0.33230420146512507,0.7424353131447058
0.74,0.33145278243340554,0.7405330694997413
0.75,0.33135261548849737,0.7403092761297455
0.76,0.3312524485435892,0.7400854827597496
0.77,0.3312023650711351,0.7399735860747517
0.78,0.33115228159868104,0.7398616893897538
0.79,0.3311021981262269,0.7397497927047558
0.8,0.3310521146537728,0.7396378960197579
0.81,0.3310020311813187,0.73952599933476
0.8200000000000001,0.3309519477088646,0.739414102649762
0.8300000000000001,0.33090186423641055,0.7393022059647641
0.84,0.33080169729150233,0.7390784125947683
0.85,0.33070153034659416,0.7388546192247725
0.86,0.330601363401686,0.7386308258547767
0.87,0.33050119645677783,0.7384070324847809
0.88,0.3304511129843238,0.738295135799783
0.89,0.3304010295118697,0.7381832391147852
0.9,0.33030086256696156,0.7379594457447894
0.91,0.3301506121495994,0.7376237556897959
0.92,0.33000036173223707,0.7372880656348021
0.93,0.32985011131487485,0.7369523755798084
0.9400000000000001,0.3296998608975126,0.7366166855248146
0.9500000000000001,0.32939936006278797,0.7359453054148271
0.96,0.3290988592280634,0.7352739253048396
0.97,0.3287983583933389,0.734602545194852
0.98,0.3284978575586143,0.7339311650848646
0.99,0.3281973567238898,0.733259784974877
1.0,0.32789685588916523,0.7325884048648895
1.01,0.3275963550544406,0.731917024754902
1.02,0.3273459376921702,0.7313575413299124
1.03,0.32709552032989975,0.7307980579049228
1.04,0.32689518644008336,0.7303504711649311
1.05,0.32669485255026703,0.7299028844249394
1.06,0.32654460213290465,0.7295671943699455
1.07,0.32639435171554243,0.7292315043149519
1.08,0.3262941847706343,0.7290077109449562
1.09,0.32624410129818027,0.7288958142599583
1.1,0.32619401782572616,0.7287839175749604
1.11,0.3261439343532721,0.7286720208899625
1.12,0.326093850880818,0.7285601242049646
1.1300000000000001,0.326093850880818,0.7285601242049646
1.1400000000000001,0.326093850880818,0.7285601242049646
1.1500000000000001,0.326093850880818,0.7285601242049646
1.16,0.326093850880818,0.7285601242049646
1.17,0.326093850880818,0.7285601242049646
1.18,0.326093850880818,0.7285601242049646
1.19,0.326093850880818,0.7285601242049646
1.2,0.326093850880818,0.7285601242049646
1.21,0.326093850880818,0.7285601242049646
1.22,0.32604376740836394,0.7284482275199667
1.23,0.32599368393590983,0.7283363308349688
1.24,0.32594360046345583,0.7282244341499711
1.25,0.3258935169910017,0.7281125374649732
1.26,0.3258434335185477,0.7280006407799754
1.27,0.3257933500460936,0.7278887440949775
1.28,0.32574326657363956,0.7277768474099796
1.29,0.3256931831011855,0.7276649507249818
1.3,0.3257432665736396,0.7277768474099798
1.31,0.3257933500460938,0.7278887440949778
1.32,0.32584343351854783,0.7280006407799757
1.33,0.32594360046345605,0.7282244341499716
1.34,0.32604376740836427,0.7284482275199675
1.35,0.32614393435327244,0.7286720208899633
1.36,0.32624410129818066,0.7288958142599592
1.37,0.3262941847706347,0.7290077109449571
1.3800000000000001,0.3263442682430888,0.729119607629955
1.3900000000000001,0.3263943517155429,0.7292315043149529
1.4000000000000001,0.32634426824308876,0.7291196076299549
1.41,0.3262941847706346,0.7290077109449569
1.42,0.32624410129818054,0.728895814259959
1.43,0.32624410129818054,0.728895814259959
1.44,0.32624410129818054,0.728895814259959
1.45,0.3262441012981806,0.7288958142599591
1.46,0.3262441012981806,0.7288958142599591
1.47,0.3262441012981806,0.7288958142599591
1.48,0.32619401782572643,0.7287839175749611
1.49,0.3261439343532724,0.7286720208899632
1.5,0.3260938508808183,0.7285601242049653
1.51,0.3260437674083642,0.7284482275199674
1.52,0.3259936839359101,0.7283363308349694
1.53,0.32589351699100194,0.7281125374649736
1.54,0.3257933500460937,0.7278887440949777
1.55,0.3256931831011855,0.7276649507249818
1.56,0.3255930161562773,0.7274411573549859
1.57,0.3254928492113691,0.7272173639849902
1.58,0.325442765738915,0.7271054672999921
1.59,0.3253926822664609,0.7269935706149941
1.6,0.32534259879400673,0.7268816739299961
1.61,0.3252925153215526,0.7267697772449981
1.62,0.3252925153215526,0.7267697772449981
1.6300000000000001,0.32529251532155257,0.726769777244998
1.6400000000000001,0.32529251532155257,0.726769777244998
1.6500000000000001,0.3253425987940067,0.7268816739299959
1.6600000000000001,0.32539268226646073,0.7269935706149938
1.67,0.32544276573891484,0.7271054672999918
1.68,0.325542932683823,0.7273292606699876
1.69,0.3256430996287312,0.7275530540399835
1.7,0.3257432665736394,0.7277768474099793
1.71,0.3257432665736394,0.7277768474099793
1.72,0.3257432665736394,0.7277768474099793
1.73,0.32579335004609344,0.7278887440949772
1.74,0.3258434335185476,0.7280006407799752
1.75,0.3258434335185476,0.7280006407799752
1.76,0.32579335004609344,0.7278887440949772
1.77,0.3257432665736394,0.7277768474099793
1.78,0.3256931831011853,0.7276649507249813
1.79,0.32564309962873117,0.7275530540399834
1.8,0.3255930161562771,0.7274411573549855
1.81,0.325542932683823,0.7273292606699876
1.82,0.32549284921136895,0.7272173639849897
1.83,0.3253926822664608,0.7269935706149939
1.84,0.3253425987940067,0.726881673929996
1.85,0.3252925153215527,0.7267697772449982
1.86,0.32524243184909857,0.7266578805600004
1.87,0.3251923483766445,0.7265459838750025
1.8800000000000001,0.3251422649041904,0.7264340871900046
1.8900000000000001,0.32509218143173635,0.7263221905050067
1.9000000000000001,0.32509218143173635,0.7263221905050067
1.9100000000000001,0.3251422649041904,0.7264340871900046
1.92,0.32519234837664457,0.7265459838750026
1.93,0.3252424318490986,0.7266578805600005
1.94,0.3252925153215528,0.7267697772449985
1.95,0.32539268226646095,0.7269935706149944
1.96,0.3254928492113692,0.7272173639849903
1.97,0.32559301615627734,0.727441157354986
1.98,0.32569318310118556,0.7276649507249819
1.99,0.3257933500460938,0.7278887440949778
2.0,0.32589351699100194,0.7281125374649736
2.0100000000000002,0.32599368393591016,0.7283363308349695
2.02,0.3260938508808183,0.7285601242049654
2.0300000000000002,0.3262441012981806,0.7288958142599591
2.04,0.3263442682430888,0.729119607629955
2.05,0.326444435187997,0.7293434009999508
2.06,0.32649451866045104,0.7294552976849487
2.07,0.3265446021329051,0.7295671943699465
2.08,0.3265946856053592,0.7296790910549444
2.09,0.3265946856053592,0.7296790910549444
2.1,0.32659468560535926,0.7296790910549446
2.11,0.32659468560535926,0.7296790910549446
2.12,0.32659468560535926,0.7296790910549446
2.13,0.3264945186604511,0.7294552976849488
2.14,0.32639435171554293,0.729231504314953
2.15,0.3262941847706348,0.7290077109449573
2.16,0.32614393435327255,0.7286720208899635
2.17,0.3259936839359102,0.7283363308349697
2.18,0.32579335004609383,0.727888744094978
2.19,0.3255930161562774,0.7274411573549862
2.2,0.325392682266461,0.7269935706149945
