Position (m),Twtt (ns),Snow height (m)
1.41,0.295519109806941,0.6382042141264748
1.42,0.2955727131422597,0.6383199760970423
1.43,0.2956263164775783,0.6384357380676097
1.44,0.29567991981289693,0.6385515000381771
1.45,0.2958407298188528,0.6388987859498794
1.46,0.2960015398248088,0.6392460718615819
1.47,0.2961623498307648,0.6395933577732843
1.48,0.2963231598367207,0.6399406436849867
1.49,0.29648396984267666,0.6402879295966891
1.5,0.2966447798486326,0.6406352155083915
1.51,0.29680558985458855,0.6409825014200939
1.52,0.29696639986054446,0.6413297873317964
1.53,0.2971272098665004,0.6416770732434987
1.54,0.29728801987245634,0.6420243591552011
1.55,0.2974488298784122,0.6423716450669034
1.56,0.2975560365490495,0.6426031690080383
1.57,0.2976632432196868,0.6428346929491732
1.58,0.2977704498903241,0.6430662168903081
1.59,0.2978776565609613,0.643297740831443
1.6,0.2979848632315986,0.6435292647725779
1.61,0.2980920699022359,0.6437607887137128
1.62,0.29819927657287326,0.6439923126548478
1.6300000000000001,0.2982528799081919,0.6441080746254153
1.6400000000000001,0.2983064832435105,0.6442238365959827
1.6500000000000001,0.2983600865788292,0.6443395985665502
1.6600000000000001,0.2984136899141478,0.6444553605371176
1.67,0.29846729324946647,0.6445711225076851
1.68,0.29862810325542233,0.6449184084193874
1.69,0.2987889132613783,0.6452656943310898
1.7,0.2989497232673342,0.6456129802427921
1.71,0.2991105332732901,0.6459602661544945
1.72,0.29927134327924604,0.6463075520661968
1.73,0.299432153285202,0.6466548379778992
1.74,0.29959296329115787,0.6470021238896015
1.75,0.29975377329711383,0.647349409801304
1.76,0.2999145833030697,0.6476966957130063
1.77,0.30007539330902566,0.6480439816247087
1.78,0.3002362033149816,0.648391267536411
1.79,0.3003970133209375,0.6487385534481134
1.8,0.3005578233268934,0.6490858393598157
1.81,0.30071863333284937,0.6494331252715181
1.82,0.30087944333880523,0.6497804111832204
1.83,0.3010402533447612,0.6501276970949228
1.84,0.30120106335071706,0.6504749830066251
1.85,0.301361873356673,0.6508222689183275
1.86,0.30152268336262894,0.6511695548300298
1.87,0.30168349336858485,0.6515168407417322
1.8800000000000001,0.3018443033745408,0.6518641266534346
1.8900000000000001,0.30200511338049674,0.652211412565137
1.9000000000000001,0.3021659233864527,0.6525586984768394
1.9100000000000001,0.3023267333924087,0.6529059843885419
1.92,0.3025411467336832,0.6533690322708117
1.93,0.3027019567396391,0.653716318182514
1.94,0.302862766745595,0.6540636040942163
1.95,0.3030235767515509,0.6544108900059186
1.96,0.3031843867575068,0.6547581759176209
1.97,0.30334519676346267,0.6551054618293232
1.98,0.3035060067694186,0.6554527477410255
1.99,0.3036668167753745,0.6558000336527278
2.0,0.30382762678133035,0.6561473195644301
2.0100000000000002,0.3039884367872863,0.6564946054761325
2.02,0.30414924679324223,0.6568418913878348
2.0300000000000002,0.3043100567991981,0.6571891772995371
2.04,0.304470866805154,0.6575364632112394
2.05,0.30468528014642854,0.6579995110935092
2.06,0.3048996934877031,0.658462558975779
2.07,0.3050069001583404,0.6586940829169139
2.08,0.30511410682897766,0.6589256068580488
2.09,0.30522131349961495,0.6591571307991837
2.1,0.3053821235055709,0.6595044167108861
2.11,0.3055429335115268,0.6598517026225884
2.12,0.3057037435174827,0.6601989885342907
2.13,0.3059181568587573,0.6606620364165605
2.14,0.3061325702000319,0.6611250842988304
2.15,0.30634698354130646,0.6615881321811002
2.16,0.30656139688258105,0.6620511800633702
2.17,0.30559653684684546,0.6599674645931559
2.18,0.30463167681111,0.6578837491229418
2.19,0.30366681677537444,0.6558000336527277
2.2,0.3027019567396389,0.6537163181825135
2.21,0.3017370967039033,0.6516326027122993
2.22,0.30168349336858474,0.6515168407417319
2.23,0.30157628669794745,0.651285316800597
2.24,0.30146908002731015,0.6510537928594621
2.25,0.30136187335667286,0.6508222689183272
2.2600000000000002,0.3012546666860356,0.6505907449771923
2.27,0.3011474600153983,0.6503592210360574
2.2800000000000002,0.30104025334476103,0.6501276970949225
2.29,0.30093304667412374,0.6498961731537876
2.3000000000000003,0.3008258400034865,0.6496646492126527
2.31,0.3007186333328492,0.6494331252715178
2.32,0.3006650299975306,0.6493173633009504
2.33,0.3006114266622119,0.6492016013303828
2.34,0.30055782332689324,0.6490858393598153
2.35,0.30050421999157456,0.6489700773892478
2.36,0.30045061665625594,0.6488543154186803
2.37,0.3003970133209373,0.6487385534481129
2.38,0.30028980665030003,0.648507029506978
2.39,0.30018259997966273,0.6482755055658431
2.4,0.3000753933090254,0.6480439816247081
2.41,0.29996818663838815,0.6478124576835732
2.42,0.2998609799677508,0.6475809337424382
2.43,0.2997537732971135,0.6473494098013033
2.44,0.29964656662647626,0.6471178858601684
2.45,0.2994857566205203,0.646770599948466
2.46,0.2993249466145643,0.6464233140367636
2.47,0.2991641366086084,0.6460760281250612
2.48,0.29900332660265244,0.6457287422133587
2.49,0.29884251659669653,0.6453814563016563
2.5,0.29868170659074056,0.6450341703899539
2.5100000000000002,0.29846729324946597,0.644571122507684
2.52,0.2982528799081914,0.6441080746254142
2.5300000000000002,0.29803846656691685,0.6436450267431444
2.54,0.29782405322564226,0.6431819788608746
2.5500000000000003,0.2976096398843677,0.6427189309786048
2.56,0.2965375731779949,0.6404036915672557
2.57,0.29546550647162206,0.6380884521559066
2.58,0.29439343976524923,0.6357732127445576
2.59,0.29332137305887646,0.6334579733332085
2.6,0.29224930635250357,0.6311427339218594
2.61,0.2911772396461308,0.6288274945105103
2.62,0.2901051729397579,0.6265122550991612
2.63,0.28908670956870375,0.6243127776583796
2.64,0.28806824619764954,0.6221133002175979
2.65,0.28699617949127676,0.6197980608062489
2.66,0.2859241127849039,0.6174828213948999
2.67,0.28485204607853115,0.6151675819835508
2.68,0.2843696160606634,0.6141257242484438
2.69,0.28388718604279567,0.6130838665133368
2.7,0.2834047560249279,0.6120420087782297
2.71,0.2829223260070601,0.6110001510431226
2.72,0.28243989598919234,0.6099582933080155
2.73,0.28195746597132454,0.6089164355729083
2.74,0.28147503595345674,0.6078745778378012
2.75,0.28099260593558895,0.6068327201026941
2.7600000000000002,0.28051017591772115,0.605790862367587
2.77,0.28002774589985335,0.6047490046324798
2.7800000000000002,0.2795453158819856,0.6037071468973728
2.79,0.2797597292232602,0.6041701947796426
2.8000000000000003,0.27997414256453473,0.6046332426619124
2.81,0.2801885559058093,0.6050962905441822
2.82,0.28040296924708386,0.605559338426452
2.83,0.28061738258835844,0.6060223863087218
2.84,0.280831795929633,0.6064854341909915
2.85,0.280670985923677,0.6061381482792891
2.86,0.28051017591772104,0.6057908623675867
2.87,0.2803493659117651,0.6054435764558843
2.88,0.28024215924112783,0.6052120525147494
2.89,0.2801349525704906,0.6049805285736146
2.9,0.2800277458998533,0.6047490046324797
2.91,0.2799205392292161,0.6045174806913449
2.92,0.27986693589389744,0.6044017187207774
2.93,0.2798669358938974,0.6044017187207773
2.94,0.2798669358938974,0.6044017187207773
2.95,0.27986693589389733,0.6044017187207772
2.96,0.2798669358938973,0.6044017187207771
2.97,0.2798669358938973,0.6044017187207771
2.98,0.2798669358938972,0.604401718720777
2.99,0.27986693589389716,0.6044017187207769
3.0,0.27986693589389716,0.6044017187207769
3.0100000000000002,0.2798669358938971,0.6044017187207767
3.02,0.2798669358938971,0.6044017187207767
3.0300000000000002,0.2798669358938971,0.6044017187207767
3.04,0.2798669358938971,0.6044017187207767
3.0500000000000003,0.27986693589389705,0.6044017187207766
3.06,0.279866935893897,0.6044017187207765
3.0700000000000003,0.2799205392292156,0.6045174806913439
3.08,0.2799741425645343,0.6046332426619114
3.09,0.2799741425645343,0.6046332426619114
3.1,0.27992053922921567,0.604517480691344
3.11,0.27986693589389705,0.6044017187207766
3.12,0.2798133325585784,0.6042859567502091
3.13,0.27970612588794114,0.6040544328090742
3.14,0.2795989192173039,0.6038229088679394
3.15,0.2794917125466666,0.6035913849268045
3.16,0.27938450587602937,0.6033598609856697
3.17,0.28045657258240225,0.6056751003970189
3.18,0.28152863928877514,0.6079903398083681
3.19,0.282600705995148,0.6103055792197173
3.2,0.2836727727015209,0.6126208186310665
3.21,0.28474483940789375,0.6149360580424157
3.22,0.28490564941384977,0.6152833439541182
3.23,0.28506645941980574,0.6156306298658207
3.24,0.2852272694257617,0.6159779157775231
3.25,0.2853880794317177,0.6163252016892257
3.2600000000000002,0.28554888943767365,0.6166724876009281
3.27,0.2857096994436296,0.6170197735126305
3.2800000000000002,0.28587050944958553,0.6173670594243329
3.29,0.2860313194555415,0.6177143453360353
3.3000000000000003,0.2861921294614974,0.6180616312477377
3.31,0.2863529394674533,0.61840891715944
3.3200000000000003,0.2864601461380907,0.618640441100575
3.33,0.28656735280872786,0.6188719650417098
3.34,0.28667455947936515,0.6191034889828447
3.35,0.28678176615000245,0.6193350129239796
3.36,0.28688897282063974,0.6195665368651145
3.37,0.28694257615595836,0.6196822988356819
3.38,0.286996179491277,0.6197980608062493
3.39,0.2870497828265956,0.6199138227768168
3.4,0.2871033861619142,0.6200295847473842
3.41,0.2871569894972329,0.6201453467179517
3.42,0.2872105928325515,0.6202611086885191
3.43,0.2872641961678702,0.6203768706590866
3.44,0.2873177995031888,0.620492632629654
3.45,0.28737140283850743,0.6206083946002214
3.46,0.2874250061738261,0.6207241565707889
3.47,0.28747860950914467,0.6208399185413563
3.48,0.28753221284446334,0.6209556805119238
3.49,0.287585816179782,0.6210714424824914
3.5,0.2876394195151007,0.6211872044530589
3.5100000000000002,0.28774662618573804,0.6214187283941939
3.52,0.28790743619169396,0.6217660143058963
3.5300000000000002,0.2880682461976499,0.6221133002175987
3.54,0.28822905620360584,0.6224605861293011
3.5500000000000003,0.2883898662095618,0.6228078720410035
3.56,0.2894619329159346,0.6251231114523526
3.5700000000000003,0.29053399962230747,0.6274383508637017
3.58,0.2916060663286803,0.6297535902750508
3.59,0.2926781330350532,0.6320688296864
3.6,0.29375019974142597,0.634384069097749
3.61,0.2948758697831175,0.6368150704796657
3.62,0.296001539824809,0.6392460718615822
3.63,0.2971272098665004,0.6416770732434987
3.64,0.2982528799081918,0.6441080746254152
3.65,0.29943215328520195,0.6466548379778991
3.66,0.3006114266622121,0.6492016013303832
3.67,0.3018443033745408,0.6518641266534346
3.68,0.30243394006304586,0.6531375083296767
3.69,0.3030235767515509,0.6544108900059186
3.7,0.30361321344005604,0.6556842716821607
3.71,0.3042028501285611,0.6569576533584027
3.72,0.3046316768111102,0.6578837491229423
3.73,0.3050605034936593,0.658809844887482
3.74,0.3054893301762084,0.6597359406520215
3.75,0.3059181568587575,0.6606620364165611
3.7600000000000002,0.30634698354130663,0.6615881321811007
3.77,0.30682941355917437,0.6626299899162077
3.7800000000000002,0.30731184357704217,0.6636718476513148
3.79,0.3070974302357676,0.663208799769045
3.8000000000000003,0.30688301689449304,0.6627457518867752
3.81,0.30666860355321846,0.6622827040045054
3.8200000000000003,0.3064541902119439,0.6618196561222356
3.83,0.30623977687066933,0.6613566082399657
3.84,0.3060253635293947,0.6608935603576958
3.85,0.30607896686471336,0.6610093223282633
3.86,0.30613257020003204,0.6611250842988308
3.87,0.3061861735353507,0.6612408462693983
3.88,0.3061861735353507,0.6612408462693983
3.89,0.3060789668647134,0.6610093223282634
3.9,0.3059717601940761,0.6607777983871285
3.91,0.30586455352343883,0.6605462744459936
3.92,0.305703743517483,0.6601989885342913
3.93,0.3059717601940762,0.6607777983871286
3.94,0.30623977687066933,0.6613566082399658
3.95,0.3065077935472626,0.6619354180928031
3.96,0.3067758102238558,0.6625142279456404
3.97,0.307043826900449,0.6630930377984777
3.98,0.3073118435770423,0.663671847651315
3.99,0.3075798602536355,0.6642506575041524
4.0,0.30779427359491013,0.6647137053864223
4.01,0.3080086869361847,0.6651767532686922
4.0200000000000005,0.30822310027745925,0.665639801150962
4.03,0.3079550836008661,0.6650609912981248
4.04,0.3076870669242729,0.6644821814452875
4.05,0.3074190502476797,0.6639033715924503
4.0600000000000005,0.3071510335710865,0.663324561739613
4.07,0.3063469835413069,0.6615881321811012
4.08,0.3055429335115272,0.6598517026225893
4.09,0.3047924868170662,0.6582310350346449
4.1,0.3040420401226052,0.6566103674467004
4.11,0.30323799009282554,0.6548739378881886
4.12,0.30243394006304586,0.6531375083296767
4.13,0.30162989003326623,0.6514010787711648
4.14,0.3008258400034866,0.649664649212653
4.15,0.300021789973707,0.6479282196541412
4.16,0.29921773994392736,0.6461917900956293
4.17,0.29841368991414774,0.6444553605371175
4.18,0.29760963988436817,0.6427189309786058
4.19,0.29680558985458855,0.6409825014200939
4.2,0.29659117651331396,0.6405194535378241
4.21,0.2963767631720395,0.6400564056555544
4.22,0.2961623498307649,0.6395933577732846
4.23,0.29594793648949036,0.6391303098910148
4.24,0.29573352314821577,0.638667262008745
4.25,0.2955191098069413,0.6382042141264753
4.26,0.29530469646566665,0.6377411662442054
4.2700000000000005,0.2950902831243921,0.6372781183619356
4.28,0.29487586978311753,0.6368150704796658
4.29,0.2947150597771616,0.6364677845679634
4.3,0.29455424977120565,0.636120498656261
4.3100000000000005,0.29439343976524973,0.6357732127445586
4.32,0.2941790264239751,0.6353101648622886
4.33,0.29396461308270055,0.6348471169800188
4.34,0.29412542308865647,0.6351944028917212
4.3500000000000005,0.29428623309461244,0.6355416888034237
4.36,0.2944470431005683,0.635888974715126
4.37,0.2946614564418429,0.6363520225973958
4.38,0.29460785310652426,0.6362362606268284
4.39,0.2945542497712056,0.6361204986562609
4.4,0.2945006464358869,0.6360047366856934
4.41,0.2944470431005683,0.6358889747151258
4.42,0.2943934397652496,0.6357732127445583
4.43,0.2943398364299309,0.6356574507739907
4.44,0.29433983642993083,0.6356574507739906
4.45,0.29433983642993083,0.6356574507739906
4.46,0.29433983642993083,0.6356574507739906
4.47,0.2943398364299308,0.6356574507739905
4.48,0.2942326297592935,0.6354259268328556
4.49,0.2941254230886562,0.6351944028917206
4.5,0.2940182164180189,0.6349628789505857
4.51,0.2939110097473816,0.6347313550094508
4.5200000000000005,0.2937501997414257,0.6343840690977484
4.53,0.2935893897354697,0.634036783186046
4.54,0.2934285797295138,0.6336894972743436
4.55,0.29326776972355784,0.6333422113626411
4.5600000000000005,0.29305335638228325,0.6328791634803713
4.57,0.29326776972355784,0.6333422113626411
4.58,0.29348218306483237,0.6338052592449109
4.59,0.293696596406107,0.6342683071271809
4.6000000000000005,0.29391100974738155,0.6347313550094507
4.61,0.2940718197533375,0.6350786409211531
4.62,0.29423262975929343,0.6354259268328555
4.63,0.2943934397652494,0.6357732127445579
4.64,0.29455424977120537,0.6361204986562603
4.65,0.2948222664477986,0.6366993085090976
4.66,0.29509028312439173,0.6372781183619348
4.67,0.2953046964656663,0.6377411662442046
4.68,0.29551910980694085,0.6382042141264744
4.69,0.2952510931303477,0.6376254042736372
4.7,0.2949830764537545,0.6370465944207999
4.71,0.2947150597771612,0.6364677845679626
4.72,0.29460785310652393,0.6362362606268277
4.73,0.29450064643588664,0.6360047366856927
4.74,0.2943934397652493,0.6357732127445577
4.75,0.294286233094612,0.6355416888034228
4.76,0.2941790264239747,0.6353101648622878
4.7700000000000005,0.29401821641801873,0.6349628789505853
4.78,0.2938574064120628,0.6346155930388829
4.79,0.2926781330350526,0.6320688296863988
4.8,0.2914988596580425,0.6295220663339148
4.8100000000000005,0.2903195862810324,0.6269753029814308
4.82,0.28914031290402226,0.6244285396289467
4.83,0.28914031290402226,0.6244285396289467
4.84,0.2891403129040223,0.6244285396289468
4.8500000000000005,0.2892475195746596,0.6246600635700817
4.86,0.2893547262452969,0.6248915875112168
4.87,0.2894619329159342,0.6251231114523517
4.88,0.28962274292189016,0.6254703973640541
4.89,0.28989075959848337,0.6260492072168914
4.9,0.2901587762750766,0.6266280170697287
4.91,0.29042679295166984,0.627206826922566
4.92,0.29069480962826305,0.6277856367754033
4.93,0.2905339996223071,0.6274383508637009
4.94,0.28983715626316475,0.625933445246324
4.95,0.2891403129040225,0.6244285396289472
4.96,0.2884434695448801,0.6229236340115702
4.97,0.28774662618573776,0.6214187283941933
4.98,0.2870497828265955,0.6199138227768165
4.99,0.2863529394674531,0.6184089171594396
5.0,0.2857096994436294,0.61701977351263
5.01,0.28506645941980563,0.6156306298658205
5.0200000000000005,0.2844232193959819,0.614241486219011
5.03,0.28426240939002595,0.6138942003073086
5.04,0.28410159938407004,0.6135469143956062
5.05,0.2839407893781141,0.6131996284839039
5.0600000000000005,0.2837799793721582,0.6128523425722014
5.07,0.2841552027193887,0.6136626763661737
5.08,0.28453042606661916,0.6144730101601458
5.09,0.28490564941384966,0.615283343954118
5.1000000000000005,0.28528087276108016,0.6160936777480902
5.11,0.2857096994436293,0.6170197735126298
5.12,0.2861385261261784,0.6179458692771694
5.13,0.2865673528087276,0.6188719650417092
5.14,0.2869961794912767,0.6197980608062488
5.15,0.2874250061738258,0.6207241565707884
5.16,0.287853832856375,0.6216502523353281
5.17,0.2882826595389241,0.6225763480998677
5.18,0.28871148622147325,0.6235024438644073
5.19,0.28914031290402237,0.624428539628947
5.2,0.28897950289806645,0.6240812537172447
5.21,0.28881869289211054,0.6237339678055422
5.22,0.28865788288615457,0.6233866818938398
5.23,0.2884970728801986,0.6230393959821374
5.24,0.28833626287424274,0.6226921100704351
5.25,0.2881754528682868,0.6223448241587327
5.26,0.28801464286233086,0.6219975382470304
5.2700000000000005,0.28881869289211054,0.6237339678055422
5.28,0.28962274292189016,0.6254703973640541
5.29,0.29037318961635117,0.6270910649519985
5.3,0.2911236363108122,0.628711732539943
5.3100000000000005,0.2918740830052732,0.6303324001278874
5.32,0.2926245296997342,0.6319530677158318
5.33,0.2933749763941952,0.6335737353037763
5.34,0.29375019974142574,0.6343840690977485
5.3500000000000005,0.2941254230886562,0.6351944028917206
5.36,0.2945006464358867,0.6360047366856928
5.37,0.2948222664477985,0.6366993085090975
5.38,0.2954119031363036,0.6379726901853395
5.39,0.2960015398248086,0.6392460718615814
5.4,0.2965911765133137,0.6405194535378235
5.41,0.29718081320181866,0.6417928352140654
5.42,0.29777044989032375,0.6430662168903074
5.43,0.2983600865788288,0.6443395985665493
5.44,0.2988961199320152,0.645497218272224
5.45,0.29943215328520156,0.6466548379778984
5.46,0.30002178997370665,0.6479282196541404
5.47,0.3006114266622117,0.6492016013303824
5.48,0.301308270021354,0.6507065069477592
5.49,0.30200511338049635,0.6522114125651362
5.5,0.3027019567396387,0.6537163181825131
5.51,0.30339880009878106,0.65522122379989
5.5200000000000005,0.3040956434579234,0.6567261294172669
5.53,0.3047924868170657,0.6582310350346439
5.54,0.30543572684088943,0.6596201786814533
5.55,0.3060789668647131,0.6610093223282627
5.5600000000000005,0.3067222068885368,0.6623984659750721
5.57,0.30693662022981133,0.6628615138573419
5.58,0.30715103357108586,0.6633245617396116
5.59,0.3073654469123604,0.6637876096218814
5.6000000000000005,0.307579860253635,0.6642506575041512
5.61,0.3077942735949095,0.664713705386421
5.62,0.3080086869361841,0.6651767532686909
5.63,0.30822310027745864,0.6656398011509607
5.64,0.30843751361873323,0.6661028490332305
5.65,0.3085447202893705,0.6663343729743654
5.66,0.30865192696000776,0.6665658969155003
5.67,0.30875913363064506,0.6667974208566352
5.68,0.3088663403012823,0.66702894479777
5.69,0.30945597698978733,0.6683023264740119
5.7,0.3099920103429737,0.6694599461796864
5.71,0.31052804369616016,0.670617565885361
5.72,0.3110640770493466,0.6717751855910356
5.73,0.31160011040253294,0.6729328052967101
5.74,0.31213614375571935,0.6740904250023846
5.75,0.31261857377358715,0.6751322827374917
5.76,0.31310100379145495,0.6761741404725988
5.7700000000000005,0.3135834338093227,0.6772159982077058
5.78,0.3140658638271905,0.678257855942813
5.79,0.31556675721611244,0.6814991911187017
5.8,0.3170140472697158,0.6846247643240231
5.8100000000000005,0.3184613373233191,0.6877503375293443
5.82,0.3199086273769225,0.6908759107346657
5.83,0.32017664405351576,0.6914547205875031
5.84,0.32044466073010897,0.6920335304403404
5.8500000000000005,0.3207126774067022,0.6926123402931778
5.86,0.32098069408329544,0.6931911501460151
5.87,0.3212487107598887,0.6937699599988525
5.88,0.32146312410116334,0.6942330078811224
5.89,0.32167753744243793,0.6946960557633923
5.9,0.3218919507837125,0.6951591036456622
5.91,0.3220527607896685,0.6955063895573647
5.92,0.32221357079562446,0.6958536754690671
5.93,0.3223743808015804,0.6962009613807695
5.94,0.3230712241607227,0.6977058669981464
5.95,0.3237680675198651,0.6992107726155233
5.96,0.3244649108790074,0.7007156782329003
5.97,0.32516175423814975,0.7022205838502772
5.98,0.32585859759729213,0.7037254894676541
5.99,0.32655544095643446,0.705230395085031
6.0,0.3272522843155768,0.706735300702408
6.01,0.3279491276747191,0.7082402063197848
6.0200000000000005,0.32864597103386145,0.7097451119371617
6.03,0.3293428143930038,0.7112500175545386
6.04,0.33003965775214616,0.7127549231719156
6.05,0.3307365011112885,0.7142598287892925
6.0600000000000005,0.3314869478057495,0.7158804963772369
6.07,0.3322373945002105,0.7175011639651814
6.08,0.33298784119467156,0.7191218315531258
6.09,0.33373828788913257,0.7207424991410702
6.1000000000000005,0.33448873458359357,0.7223631667290147
6.11,0.3352391812780546,0.7239838343169591
6.12,0.3351855779427359,0.7238680723463916
6.13,0.3351319746074173,0.7237523103758242
6.140000000000001,0.33507837127209866,0.7236365484052568
6.15,0.33502476793678004,0.7235207864346893
6.16,0.3349711646014614,0.7234050244641219
6.17,0.33491756126614275,0.7232892624935544
6.18,0.33486395793082413,0.723173500522987
